"site","east","north","AMEAN66","AMEAN67","AMEAN68","AMEAN69","AMEAN70","AMEAN71","AMEAN72","AMEAN73","AMEAN74","AMEAN75","AMEAN76","AMEAN77","AMEAN78","AMEAN79","AMEAN80","AMEAN81","AMEAN82","AMEAN83","AMEAN84","AMEAN85","AMEAN86","AMEAN87","AMEAN88","AMEAN89","AMEAN90","AMEAN91","AMEAN92","AMEAN93","AMEAN94","AMEAN95","AMEAN96"
"DUNDEE 13",336700,731200,43,49,59,39,36,33,34,29,24,24,26,27,24,24,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNDEE 14",338400,733100,76,91,101,75,59,47,47,36,35,37,36,39,33,34,22,27,16,20,11,8,8,7,6,10,11,6,NA,NA,NA,NA,NA
"DUNDEE 15",343400,731500,88,98,99,74,61,51,54,42,37,36,34,38,29,32,21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNDEE 16",346000,731300,70,81,71,57,49,38,36,29,27,27,26,28,25,25,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSTABLE 1",502000,221800,45,55,62,41,40,33,33,25,28,27,26,26,24,25,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSTABLE 2",501200,223100,70,76,75,57,52,44,51,35,33,27,26,25,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DURHAM 1",426700,541600,66,105,114,84,56,78,61,41,44,38,37,35,29,30,22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DURHAM: BRANDON 1",423700,539600,100,142,136,104,91,74,79,58,52,41,42,32,31,33,23,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EALING 3",517500,180700,NA,NA,NA,NA,NA,49,46,36,34,30,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EALING 5",512800,184800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,6,4,5,5
"EALING 6",516800,179200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,110,52,30,18,20,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EALING 7",517400,180700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,29,12,12,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EASINGTON 1",442000,543500,135,104,87,62,70,59,44,38,33,34,31,26,26,26,17,27,20,22,19,20,17,14,12,31,22,15,16,15,10,24,13
"EAST BARNET 2",527700,194500,NA,NA,NA,NA,NA,NA,NA,24,18,18,21,15,14,13,9,17,12,17,12,13,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EAST KILBRIDE 16",263800,653500,57,58,54,31,41,30,25,24,18,19,19,14,15,19,10,12,8,10,11,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EAST KILBRIDE 18",262000,654000,NA,NA,NA,75,66,58,41,38,31,33,30,23,24,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EAST KILBRIDE 19",263600,654200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,11,11,11,10,9,9,10,9,8,7,5,9,7
"EASTBOURNE 4",560800,99200,70,79,73,64,61,57,57,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EASTBOURNE 5",560700,98800,31,31,25,40,43,39,30,19,NA,27,20,21,24,22,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EASTWOOD 1",446600,346700,59,40,38,50,47,42,31,25,18,22,20,19,14,16,13,14,14,12,14,11,10,12,6,10,12,6,5,5,5,10,9
"ECCLES 2",375800,397600,30,38,39,31,30,40,33,29,16,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCLES 6",377600,398900,62,52,47,41,42,34,36,38,44,45,39,34,34,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCLES 7",375600,399100,79,97,84,84,73,49,70,53,19,14,30,22,22,22,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCLES 8",377800,398300,64,66,75,66,71,45,49,32,15,18,26,17,15,15,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECKINGTON 1",443200,379500,NA,285,151,165,133,120,157,102,35,54,75,50,44,23,12,13,16,15,13,13,13,9,7,6,8,9,7,9,6,7,7
"EDINBURGH 10",321100,671600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13,12,14,12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 12",323000,676500,NA,NA,NA,36,16,23,21,14,21,24,13,10,8,9,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 15",326400,676600,135,171,183,137,119,96,89,86,36,37,35,29,25,24,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 16",330900,673900,61,58,67,44,42,36,40,28,31,26,26,25,24,26,20,24,17,22,12,16,17,22,19,5,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 17",328800,668400,NA,NA,NA,NA,NA,NA,NA,37,40,26,25,20,22,22,16,25,16,16,12,13,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 18",324700,671300,141,134,163,143,115,109,96,83,55,49,46,42,45,43,23,27,21,23,19,18,17,16,15,13,14,14,18,14,13,17,16
"EDINBURGH 19",323400,672400,NA,NA,36,67,59,41,39,43,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 20",326400,674600,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,19,15,20,18,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 22",329900,673000,23,20,23,18,17,17,14,15,10,6,5,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDINBURGH 24",323000,675100,19,22,22,11,16,17,12,14,9,14,14,13,17,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDLINGTON 1",453700,399000,50,41,40,27,28,34,28,25,20,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGHAM 1",500800,171400,24,24,26,21,17,20,21,16,11,17,15,12,12,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELLAND 14",408600,421400,17,18,12,14,11,12,10,11,8,12,10,7,9,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELLESMERE PORT 2",338400,377500,NA,NA,NA,NA,NA,NA,NA,NA,94,78,101,69,85,77,57,69,49,38,33,45,36,48,41,28,22,19,8,8,8,12,15
"ELLESMERE PORT 7",339900,375900,38,38,39,35,38,40,30,31,21,23,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELLESMERE PORT 12",339800,375900,92,33,49,55,54,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMLEY 1",424600,413200,111,51,75,75,65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENFIELD 11",534900,199500,50,24,27,36,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPSOM 1",520900,160700,83,38,53,48,60,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERITH 3",551300,177900,89,38,53,53,49,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESTON 6",454900,518400,102,57,60,68,67,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESTON 7",454600,519200,83,88,91,74,79,55,45,41,34,35,34,29,26,28,19,23,16,17,14,16,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESTON 9",453500,520600,99,95,118,126,89,69,62,44,41,41,36,29,35,32,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EWELL 4",522300,161800,55,59,45,53,45,33,27,23,21,29,25,19,20,19,14,17,12,13,13,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXETER 8",290600,92000,45,49,46,53,37,29,25,27,24,22,22,16,17,18,13,17,13,13,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAILSWORTH 2",389600,401500,47,46,52,50,48,31,31,24,21,18,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FALKIRK 5",288300,680200,43,50,34,36,26,31,30,26,28,36,37,23,27,40,23,21,23,26,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FALKIRK 6",288800,682100,69,55,58,49,47,45,34,31,26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARNWORTH 9",371300,405800,54,46,55,49,44,42,37,35,26,32,25,21,23,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAVERSHAM 1",601600,161200,NA,NA,76,56,20,39,39,28,27,21,30,22,20,22,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAWLEY 10",449400,105300,24,NA,19,13,13,10,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAWLEY 14",454200,102300,NA,NA,NA,NA,NA,NA,NA,NA,28,17,13,11,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAWLEY 15",449600,95800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,1,3,3
"FAWLEY 18",456400,100300,50,43,52,42,41,42,35,37,28,37,36,24,26,25,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAWLEY 20",438800,102000,43,57,57,41,36,34,31,21,29,19,17,11,12,14,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEATHERSTONE 1",442900,419500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,21,26,17,19,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FELTHAM 1",510700,173300,45,52,39,27,10,26,25,31,26,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 25",453200,419100,54,58,50,31,13,26,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 27",464100,422100,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30,25,30,32,21,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 28",464600,428700,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,23,20,22,23,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 30",455200,430800,73,67,64,47,41,26,18,14,13,13,23,10,14,14,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 31",445500,429800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,27,20,24,19,22,19,19,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERRYBRIDGE 32",453300,425400,97,116,91,81,52,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIDDLERS FERRY 3",360600,392600,NA,NA,206,162,151,105,115,99,57,73,65,50,44,38,23,28,21,18,15,14,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIDDLERS FERRY 4",361700,386100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,17,9,10,11,7,7,7,10,8
"FIDDLERS FERRY 5",360000,385100,87,77,65,61,56,51,38,28,26,16,19,13,12,15,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIDDLERS FERRY 6",358400,382400,200,214,202,191,172,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIDDLERS FERRY 10",355300,384400,177,165,119,NA,NA,130,88,74,50,46,50,41,38,33,27,32,16,18,19,19,22,28,28,30,28,24,22,21,14,15,14
"FINCHLEY 5",525100,190500,148,156,143,149,144,87,64,45,34,29,40,29,24,21,14,28,13,14,13,13,14,12,9,NA,NA,NA,NA,NA,NA,NA,NA
"FINSBURY 1",531200,182400,120,100,91,87,79,61,49,47,33,27,38,29,26,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FINSBURY 2",531900,182100,127,159,141,138,115,82,80,62,47,41,51,36,35,33,18,28,14,14,10,14,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FORMBY 3",329400,406900,81,102,97,91,84,63,57,50,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRAMLINGHAM 1",628400,263500,95,107,107,86,81,66,52,45,31,27,38,27,24,26,16,31,14,15,14,16,15,15,13,15,15,13,10,10,7,8,8
"FRAMPTON-ON-SEVERN 1",374400,207300,216,141,217,180,164,132,88,67,52,49,54,44,40,38,28,29,18,17,14,15,16,20,15,NA,NA,NA,NA,NA,NA,NA,NA
"FRASERBURGH 1",398700,866300,140,164,117,122,99,71,64,56,38,34,41,34,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRIERN BARNET 1",527600,192100,96,110,85,87,77,56,69,45,31,31,41,33,31,38,22,41,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRODSHAM 1",351400,377600,NA,111,63,56,50,36,32,27,24,17,27,19,22,23,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FULFORD (YORKS) 1",460900,449500,NA,157,89,73,66,50,48,39,29,28,45,32,24,25,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FULHAM 9",524000,178700,NA,NA,111,69,59,43,43,35,21,21,28,19,18,24,19,22,15,16,24,17,17,25,21,23,18,11,NA,NA,NA,NA,NA
"FULHAM 10",526200,176400,NA,NA,NA,NA,94,41,39,35,23,20,26,19,19,24,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAINSBOROUGH 1",481700,390000,NA,NA,NA,NA,153,80,79,58,47,35,43,32,30,34,20,30,14,15,11,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAINSBOROUGH 2",481600,388900,NA,NA,NA,NA,NA,NA,81,58,46,52,46,33,33,29,16,28,14,14,13,13,11,NA,NA,NA,NA,NA,NA,NA,8,8,8
"GALASHIELS 3",349300,635900,NA,NA,NA,NA,NA,NA,59,46,33,32,35,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARFORTH 1",440200,432400,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,37,28,24,24,17,22,12,12,13,14,14,14,11,15,15,14,10,9,5,6,7
"GATESHEAD 6",427600,559100,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,31,24,24,25,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GATESHEAD 8",425400,561500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,38,32,48,23,30,17,19,15,14,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GATESHEAD 10",425600,561900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,33,19,24,14,15,13,11,7,10,15,NA,NA,NA,NA,NA,NA,NA,NA
"GILDERSOME 1",424300,429700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,34,21,33,15,15,16,15,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 1",259600,664900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,16,21,14,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 20",259500,665300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,12,21,10,11,13,12,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 42",257200,668100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,32,17,17,14,15,15,17,14,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 44",258500,661700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,29,37,23,24,18,19,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 47",263800,663800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,35,22,21,19,20,20,22,11,12,14,11,10,9,7,7,8
"GLASGOW 50",255700,663700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,15,16,13,19,17,16,12,12,NA,NA,NA
"GLASGOW 52",259400,664300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,22,18,17,15,15,9,9,9
"GLASGOW 58",261100,665300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14,11,11,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 60",266700,665400,NA,NA,NA,NA,NA,39,29,30,23,16,18,NA,10,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 61",259600,659500,NA,NA,NA,NA,NA,75,64,67,54,36,58,15,57,33,23,22,15,19,19,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 62",257800,662500,NA,NA,NA,NA,NA,NA,51,30,23,26,24,22,20,18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 66",252000,671200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,16,14,13,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 67",253700,668800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,4,5,7,5
"GLASGOW 68",261300,667300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,87,78,32,28,31,27,28,30,28,30,23,17,14,16,14
"GLASGOW 69",256800,666300,NA,NA,136,91,100,69,74,54,48,46,38,24,21,17,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 70",253100,668200,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28,24,16,13,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 73",261200,662700,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,10,15,17,14,9,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 74",255700,663700,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11,10,12,12,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 80",265100,662100,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,9,13,13,11,10,8,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 86",259300,667900,59,66,64,48,46,32,39,22,24,18,25,21,20,15,14,16,15,17,10,12,13,14,8,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 87",261700,665400,NA,NA,NA,NA,NA,NA,NA,22,18,17,20,17,15,19,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 90",264900,663000,NA,NA,NA,NA,NA,NA,NA,19,20,16,17,12,17,19,13,20,14,14,10,11,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 91",260000,664300,NA,NA,NA,NA,NA,NA,NA,36,29,26,26,19,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 92",262000,663900,NA,NA,NA,NA,NA,NA,NA,NA,20,20,27,19,25,16,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 93",258500,661700,111,99,82,74,66,69,65,69,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 95",267900,664200,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,30,29,15,18,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 96",257400,665900,88,86,87,75,72,67,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLASGOW 98",261100,667800,41,34,25,33,34,37,31,28,22,29,27,23,24,19,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLENFIELD 1",454600,305600,NA,NA,NA,NA,NA,NA,NA,37,24,33,27,22,26,23,19,19,19,19,14,7,13,11,14,18,20,12,11,11,8,13,13
"GLENROTHES 3",326900,700900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,9,7,7,6,6,10
"GLOSSOP 3",403500,394100,35,37,37,30,26,24,27,23,19,22,20,19,19,13,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLOUCESTER 5",385600,218300,47,44,43,37,30,26,43,23,19,17,19,16,17,12,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLOUCESTER 6",385400,218900,54,44,37,37,42,43,39,34,26,32,31,25,27,24,20,21,19,22,19,21,19,17,21,14,14,NA,NA,NA,NA,NA,NA
"GLYNNEATH 1",288000,206600,85,49,58,54,74,55,51,48,51,46,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOLDTHORPE 1",446200,404300,93,37,30,49,71,48,39,38,34,39,33,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOSFORTH 1",425200,568400,NA,NA,NA,NA,127,88,63,59,50,57,46,35,43,32,26,34,26,32,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOUROCK 1",224200,677900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22,14,18,14,17,13,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRAIN 1",585500,186500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,5,4,5,3
"GRAIN 2",593200,185000,37,30,25,23,21,22,24,19,17,17,15,13,15,13,11,12,10,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRAIN 3",585500,185600,93,67,48,36,17,29,34,NA,33,20,19,20,18,13,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRANGEMOUTH 2",292900,681500,76,67,59,55,45,42,40,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRANGEMOUTH 3",292400,679400,134,117,99,82,56,45,48,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRANGEMOUTH 4",292300,680500,62,52,46,31,38,33,36,28,19,16,19,19,15,21,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRANGEMOUTH 7",291200,682100,65,58,60,50,43,40,32,21,21,26,20,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRANGETOWN 1",455100,520300,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,22,20,17,15,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREENOCK 1",227900,676200,99,101,87,90,76,74,61,45,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREENOCK 4",228000,676200,75,75,60,52,47,38,41,33,11,10,27,18,20,21,14,10,9,10,9,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREENWICH 5",538200,177300,120,124,89,71,56,53,41,32,30,27,31,24,21,18,14,13,13,10,9,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREENWICH 7",542200,176800,57,67,58,50,36,34,42,31,25,25,25,17,15,14,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
